Chennai Skycell / Airtel,airtelchennai.com,IN,false,false,xxxxxxxxxx@airtelchennai.com
China Mobile,139.com,CN,false,false,xxxxxxxxxx@139.com
Cingular,cingularme.com,US,false,false,xxxxxxxxxx@cingularme.com
Cingular (GSM),cingularme.com,US,false,false,xxxxxxxxxx@cingularme.com
Cingular (TDMA),mmode.com,US,false,false,xxxxxxxxxx@mmode.com
Cingular Wireless,mobile.mycingular.net,US,false,false,xxxxxxxxxx@mobile.mycingular.net
Claro,clarotorpedo.com.br,BR,false,false,xxxxxxxxxx@clarotorpedo.com.br
Communication Specialists,pageme.comspeco.net,US,false,false,xxxxxxxxxx@pageme.comspeco.net
Comviq GSM,sms.comviq.se,SE,false,false,467xxxxxxxxxx@sms.comviq.se
Connection Software (CSoft),itsarrived.net,GB,true,false,xxxxxxxxxx@itsarrived.net
Cook Paging,cookmail.com,US,false,false,xxxxxxxxxx@cookmail.com
CSL,mgw.mmsc1.hkcsl.com,HK,false,false,xxxxxxxxxx@mgw.mmsc1.hkcsl.com
Delhi Aritel,airtelmail.com,IN,false,false,xxxxxxxxxx@airtelmail.com
Delhi Hutch,delhi.hutch.co.in,IN,false,false,xxxxxxxxxx@delhi.hutch.co.in
DiGi,iod.digi.com.my,MY,false,false,xxxxxxxxxx@iod.digi.com.my
Dutchtone / Orange-NL,sms.orange.nl,NL,true,false,xxxxxxxxxx@sms.orange.nl
Edge Wireless,sms.edgewireless.com,US,false,false,xxxxxxxxxx@sms.edgewireless.com
EMT,sms.emt.ee,EE,false,false,xxxxxxxxxx@sms.emt.ee
E-Plus,eplus.de,DE,true,false,177xxxxxxxxxx.sms@eplus.de
Esendex,esendex.net,ES,true,false,xxxxxxxxxx@esendex.net
Esendex,echoemail.net,GB,true,false,xxxxxxxxxx@echoemail.net
Europolitan,europolitan.se,SE,false,false,4670xxxxxxxxxx@europolitan.se
Eurotel,sms.eurotel.cz,CZ,false,false,xxxxxxxxxx@sms.eurotel.cz
falseirmensms,subdomain.firmensms.at,AT,false,false,43xxxxxxxxxx@subdomain.firmensms.at
Fido,fido.ca,CA,true,false,xxxxxxxxxx@fido.ca
Galaxy Corporation,sendabeep.net,US,false,false,xxxxxxxxxx@sendabeep.net
GCS Paging,webpager.us,US,false,false,xxxxxxxxxx@webpager.us
GlobalStar,msg.globalstarusa.com,MX,true,false,xxxxxxxxxx@msg.globalstarusa.com
Golden Telecom,sms.goldentele.com,UA,false,false,xxxxxxxxxx@sms.goldentele.com
GrayLink / Porta-Phone,epage.porta-phone.com,US,false,false,xxxxxxxxxx@epage.porta-phone.com
GTE,gte.pagegate.net,US,false,false,xxxxxxxxxx@gte.pagegate.net
GTE 1,messagealert.com,US,false,false,xxxxxxxxxx@messagealert.com
Hay Systems LTD (HSL),sms.haysystems.com,GB,true,false,xxxxxxxxxx@sms.haysystems.com
Helio,myhelio.com,KR,false,false,xxxxxxxxxx@myhelio.com
Houston Cellular,text.houstoncellular.net,US,false,false,xxxxxxxxxx@text.houstoncellular.net
Idea Cellular,ideacellular.net,IN,false,false,xxxxxxxxxx@ideacellular.net
Inland Cellular Telephone,inlandlink.com,US,false,false,xxxxxxxxxx@inlandlink.com
Iusacell,rek2.com.mx,MX,true,false,xxxxxxxxxx@rek2.com.mx
JSM Tele-Page,jsmtel.com,US,false,false,xxxxxxxxxx@jsmtel.com
Koodo Mobile,msg.koodomobile.com,CA,true,false,xxxxxxxxxx@msg.koodomobile.com
Kyivstar,smsmail.lmt.lv,LV,false,false,xxxxxxxxxx@smsmail.lmt.lv
Kyivstar 1,2sms.kyivstar.net,UA,false,false,xxxxxxxxxx@2sms.kyivstar.net
Lauttamus Communication,e-page.net,US,false,false,xxxxxxxxxx@e-page.net
LMT,smsmail.lmt.lv,LV,false,false,9xxxxxxxxxx@smsmail.lmt.lv
Manitoba Telecom Systems,text.mtsmobility.com,US,false,false,xxxxxxxxxx@text.mtsmobility.com
Mannesmann Mobilefunk,d2-message.de,DE,true,false,xxxxxxxxxx@d2-message.de
Maxis,sms.maxis.net.my,MY,false,false,6012xxxxxxxxxx@sms.maxis.net.my
MaxMobil,max.mail.at,AT,false,false,xxxxxxxxxx@max.mail.at
MCI,pagemci.com,US,false,false,xxxxxxxxxx@pagemci.com
MCI Phone,mci.com,US,false,false,xxxxxxxxxx@mci.com
Mediaburst,sms.mediaburst.co.uk,GB,true,false,xxxxxxxxxx@sms.mediaburst.co.uk
Meteor,sms.mymeteor.ie,IE,true,false,xxxxxxxxxx@sms.mymeteor.ie
Meteor (3),mymeteor.ie,IE,true,false,xxxxxxxxxx@mymeteor.ie
Meteor (mms),mms.mymeteor.ie,IE,true,false,xxxxxxxxxx@mms.mymeteor.ie
Metrocall,page.metrocall.com,US,false,false,xxxxxxxxxx@page.metrocall.com
Metrocall 2-way,my2way.com,US,false,false,xxxxxxxxxx@my2way.com
Metro PCS,metropcs.sms.us,US,false,false,xxxxxxxxxx@metropcs.sms.us
Metro PCS 1,mymetropcs.com,US,false,false,xxxxxxxxxx@mymetropcs.com
Microcell,fido.ca,US,false,false,xxxxxxxxxx@fido.ca
Midwest Wireless,clearlydigital.com,US,false,false,xxxxxxxxxx@clearlydigital.com
MiWorld,m1.com.sg,SG,false,false,xxxxxxxxxx@m1.com.sg
Mobilecom PA,page.mobilcom.net,US,false,false,xxxxxxxxxx@page.mobilcom.net
Mobileone,m1.com.sg,SG,false,false,xxxxxxxxxx@m1.com.sg
Mobilfone,page.mobilfone.com,US,false,false,xxxxxxxxxx@page.mobilfone.com
Mobility,ml.bm,BM,false,false,xxxxxxxxxx@ml.bm
Mobilix,sms.mobilix.dk,DK,false,false,xxxxxxxxxx@sms.mobilix.dk
Mobistar,mobistar.be,BE,true,false,xxxxxxxxxx@mobistar.be
Mobitel,linux.mobitel.si,SI,false,false,xxxxxxxxxx@linux.mobitel.si
Mobitel 1,sms.co.tz,TZ,false,false,xxxxxxxxxx@sms.co.tz
Morris Wireless,beepone.net,US,false,false,xxxxxxxxxx@beepone.net
Movistar,correo.movistar.net,ES,true,false,0xxxxxxxxxx@correo.movistar.net
Movistar,movistar.net,MX,true,false,xxxxxxxxxx@movistar.net
MTN,sms.co.za,ZA,false,false,xxxxxxxxxx@sms.co.za
MTS,sms.mts.ru,RU,false,false,7xxxxxxxxxx@sms.mts.ru
My-Cool-SMS,my-cool-sms.com,GB,true,false,xxxxxxxxxx@my-cool-sms.com
NBTel,wirefree.informe.ca,US,false,false,xxxxxxxxxx@wirefree.informe.ca
Netcom,sms.netcom.no,NO,false,false,xxxxxxxxxx@sms.netcom.no
Nextel,messaging.nextel.com,US,true,false,xxxxxxxxxx@messaging.nextel.com
Nextel,msgnextel.com.mx,MX,true,false,xxxxxxxxxx@msgnextel.com.mx
Nextel 1,page.nextel.com,US,false,false,xxxxxxxxxx@page.nextel.com
Nextel 2,nextel.com.br,BR,false,false,xxxxxxxxxx@nextel.com.br
NPI Wireless,npiwireless.com,US,false,false,xxxxxxxxxx@npiwireless.com
Ntelos,pcs.ntelos.com,US,false,false,xxxxxxxxxx@pcs.ntelos.com
O2,o2online.de,DE,true,false,0xxxxxxxxxx@o2online.de
O2 (M-mail),mmail.co.uk,GB,true,false,xxxxxxxxxx@mmail.co.uk
Omnipoint,omnipoint.com,US,false,false,xxxxxxxxxx@omnipoint.com
Omnipoint 1,omnipointpcs.com,US,false,false,xxxxxxxxxx@omnipointpcs.com
One Connect,onemail.at,AT,false,false,xxxxxxxxxx@onemail.at
OnlineBeep,onlinebeep.net,US,false,false,xxxxxxxxxx@onlinebeep.net
Optimus,sms.optimus.pt,PT,false,false,93xxxxxxxxxx@sms.optimus.pt
Orange,orangemail.co.in,IN,false,false,xxxxxxxxxx@orangemail.co.in
Orange 1,orange.net,GB,true,false,0xxxxxxxxxx@orange.net
Orange France,orange.fr,FR,true,false,xxxxxxxxxx@orange.fr
Oskar,mujoskar.cz,CZ,false,false,xxxxxxxxxx@mujoskar.cz
Ozeki,ozekisms.com,HU,false,false,xxxxxxxxxx@ozekisms.com
Pacific Bell,pacbellpcs.net,US,false,false,xxxxxxxxxx@pacbellpcs.net
PageMart,pagemart.net,US,false,false,xxxxxxxxxx@pagemart.net
PageMart 1,pmcl.net,US,false,false,xxxxxxxxxx@pmcl.net
PageNet,pagegate.pagenet.ca,US,false,false,xxxxxxxxxx@pagegate.pagenet.ca
PageOne NorthWest,page1nw.com,US,false,false,xxxxxxxxxx@page1nw.com
PCS One,pcsone.net,US,false,false,xxxxxxxxxx@pcsone.net
PGSM,sms.pgsm.hu,HU,false,false,3620xxxxxxxxxx@sms.pgsm.hu
Plus GSM,text.plusgsm.pl,PL,false,false,4860xxxxxxxxxx@text.plusgsm.pl
Price Communications,mobilecell1se.com,US,false,false,xxxxxxxxxx@mobilecell1se.com
Primtel,sms.primtel.ru,RU,false,false,xxxxxxxxxx@sms.primtel.ru
ProPage,page.propage.net,US,false,false,xxxxxxxxxx@page.propage.net
P&T Luxembourg,sms.luxgsm.lu,LU,false,false,xxxxxxxxxx@sms.luxgsm.lu
Public Service Cellular,sms.pscel.com,US,false,false,xxxxxxxxxx@sms.pscel.com
Qwest,qwestmp.com,US,true,false,xxxxxxxxxx@qwestmp.com
RAM Page,ram-page.com,US,false,false,xxxxxxxxxx@ram-page.com
Rogers,pcs.rogers.com,CA,true,false,xxxxxxxxxx@pcs.rogers.com
Safaricom,safaricomsms.com,US,false,false,xxxxxxxxxx@safaricomsms.com
Satelindo GSM,satelindogsm.com,US,false,false,xxxxxxxxxx@satelindogsm.com
Satellink,satellink.net,US,false,false,xxxxxxxxxx.pageme@satellink.net
SCS-900,scs-900.ru,RU,false,false,xxxxxxxxxx@scs-900.ru
SFR,sfr.fr,FR,true,false,xxxxxxxxxx@sfr.fr
Si Mobil,simobil.net,SI,false,false,xxxxxxxxxx@simobil.net
Simple Freedom,text.simplefreedom.net,US,false,false,xxxxxxxxxx@text.simplefreedom.net
Skytel Pagers,email.skytel.com,US,false,false,xxxxxxxxxx@email.skytel.com
Skytel Pagers 1,skytel.com,US,false,false,xxxxxxxxxx@skytel.com
Smart Telecom,mysmart.mymobile.ph,US,false,false,xxxxxxxxxx@mysmart.mymobile.ph
SONOFON,note.sonofon.dk,DK,false,false,xxxxxxxxxx@note.sonofon.dk
Southern LINC,page.southernlinc.com,US,false,false,xxxxxxxxxx@page.southernlinc.com
Southwestern Bell,email.swbw.com,US,false,false,xxxxxxxxxx@email.swbw.com
Sprint,sprintpaging.com,US,true,false,xxxxxxxxxx@sprintpaging.com
Sprint PCS,messaging.sprintpcs.com,US,true,false,xxxxxxxxxx@messaging.sprintpcs.com
Starhub,starhub-enterprisemessaging.com,SG,false,false,xxxxxxxxxx@starhub-enterprisemessaging.com
SunCom,tms.suncom.com,US,false,false,xxxxxxxxxx@tms.suncom.com
Sunrise Mobile,freesurf.ch,CH,false,false,xxxxxxxxxx@freesurf.ch
Sunrise Mobile 1,mysunrise.ch,CH,false,false,xxxxxxxxxx@mysunrise.ch
Surewest Communications,mobile.surewest.com,US,false,false,xxxxxxxxxx@mobile.surewest.com
Swisscom,bluewin.ch,CH,false,false,xxxxxxxxxx@bluewin.ch
Telcel,itelcel.com,MX,true,false,xxxxxxxxxx@itelcel.com
Telcel,sms.telecel.pt,PT,false,false,91xxxxxxxxxx@sms.telecel.pt
Tele2,sms.tele2.nl,NL,true,false,xxxxxxxxxx@sms.tele2.nl
Tele2,sms.tele2.se,SE,false,false,0xxxxxxxxxx@sms.tele2.se
Tele2,sms.tele2.lv,LV,false,false,xxxxxxxxxx@sms.tele2.lv
Telecom Italia Mobile,posta.tim.it,IT,false,false,33xxxxxxxxxx@posta.tim.it
Telecom New Zealand,etxt.co.nz,NZ,false,false,xxxxxxxxxx@etxt.co.nz
Tele Danmark Communication (TDC),sms.tdm.dk,DK,false,false,xxxxxxxxxx@sms.tdm.dk
Telenor,mobilpost.no,NO,false,false,xxxxxxxxxx@mobilpost.no
Teletouch,pageme.teletouch.com,US,false,false,xxxxxxxxxx@pageme.teletouch.com
Telia,gsm1800.telia.dk,DK,false,false,xxxxxxxxxx@gsm1800.telia.dk
Telus,msg.telus.com,CA,true,false,xxxxxxxxxx@msg.telus.com
Telus 1,msg.telus.com,US,false,false,xxxxxxxxxx@msg.telus.com
TextMagic,textmagic.com,GB,true,false,xxxxxxxxxx@textmagic.com
The Indiana Paging Co,pager.tdspager.com,US,false,false,xxxxxxxxxx@pager.tdspager.com
The Phonehouse,sms.phonehouse.de,DE,true,false,0xxxxxxxxxx@sms.phonehouse.de
Tigo,sms.tigo.com.co,LU,false,false,xxxxxxxxxx@sms.tigo.com.co
TIM,timnet.com,US,false,false,xxxxxxxxxx@timnet.com
TMN,mail.tmn.pt,PT,false,false,96xxxxxxxxxx@mail.tmn.pt
T-Mobile,sms.t-mobile.hr,HR,false,false,385xxxxxxxxxx@sms.t-mobile.hr
T-Mobile,tmomail.net,US,true,false,xxxxxxxxxx@tmomail.net
T-Mobile,t-d1-sms.de,DE,true,false,0xxxxxxxxxx@t-d1-sms.de
T-Mobile,gin.nl,NL,true,false,xxxxxxxxxx@gin.nl
T-Mobile 1,sms.t-mobile.at,AT,false,false,xxxxxxxxxx@sms.t-mobile.at
T-Mobile UK,t-mobile.uk.net,GB,true,false,0xxxxxxxxxx@t-mobile.uk.net
Triton,tms.suncom.com,US,false,false,xxxxxxxxxx@tms.suncom.com
TSR Wireless,alphame.com,US,false,false,xxxxxxxxxx@alphame.com
TSR Wireless 1,beep.com,US,false,false,xxxxxxxxxx@beep.com
TxtLocal,txtlocal.co.uk,GB,true,false,xxxxxxxxxx@txtlocal.co.uk
UMC,sms.umc.com.ua,UA,false,false,xxxxxxxxxx@sms.umc.com.ua
Unicel,utext.com,US,true,false,xxxxxxxxxx@utext.com
UniMóvil Corporation,viawebsms.com,GB,true,false,xxxxxxxxxx@viawebsms.com
Uraltel,sms.uraltel.ru,RU,false,false,xxxxxxxxxx@sms.uraltel.ru
USA Mobility,mobilecomm.net,US,false,false,xxxxxxxxxx@mobilecomm.net
US Cellular,email.uscc.net,US,true,false,xxxxxxxxxx@email.uscc.net
Verizon,vtext.com,US,true,false,xxxxxxxxxx@vtext.com
Verizon Pagers,myairmail.com,US,false,false,xxxxxxxxxx@myairmail.com
Verizon PCS,myvzw.com,US,false,false,xxxxxxxxxx@myvzw.com
Vessotel,pager.irkutsk.ru,RU,false,false,xxxxxxxxxx@pager.irkutsk.ru
Virgin Mobile,vmobl.com,US,true,false,xxxxxxxxxx@vmobl.com
Virgin Mobile,vxtras,GB,true,false,0xxxxxxxxxx@vxtras
Virgin Mobile Canada,vmobile.ca,CA,true,false,xxxxxxxxxx@vmobile.ca
Vivo,torpedoemail.com.br,BR,false,false,xxxxxxxxxx@torpedoemail.com.br
Vodacom,voda.co.za,ZA,false,false,xxxxxxxxxx@voda.co.za
Vodafone,vodafone.gr,GR,false,false,69xxxxxxxxxx@vodafone.gr
Vodafone,sms.vodafone.it,IT,false,false,xxxxxxxxxx@sms.vodafone.it
Vodafone,mtxt.co.nz,NZ,false,false,xxxxxxxxxx@mtxt.co.nz
Vodafone 1,vodafone.es,ES,true,false,0xxxxxxxxxx@vodafone.es
Vodafone (D2 Mannesman),vodafone-sms.de,DE,true,false,xxxxxxxxxx@vodafone-sms.de
Vodafone Japan,c.vodafone.ne.jp,JP,false,false,xxxxxxxxxx@c.vodafone.ne.jp
Vodafone Japan 1,h.vodafone.ne.jp,JP,false,false,xxxxxxxxxx@h.vodafone.ne.jp
Vodafone Japan 2,t.vodafone.ne.jp,JP,false,false,xxxxxxxxxx@t.vodafone.ne.jp
Vodafone Omnitel,vizzavi.it,IT,false,false,34xxxxxxxxxx@vizzavi.it
Vodafone UK,vodafone.net,GB,true,false,0xxxxxxxxxx@vodafone.net
VOX Mobile,vox.lu,LU,false,false,xxxxxxxxxx@vox.lu
WebLink Wireless,pagemart.net,US,false,false,xxxxxxxxxx@pagemart.net
West Central Wireless,sms.wcc.net,US,false,false,xxxxxxxxxx@sms.wcc.net
Western Wireless,cellularonewest.com,US,false,false,xxxxxxxxxx@cellularonewest.com
Willcom,pdx.ne.jp,JP,false,false,xxxxxxxxxx@pdx.ne.jp
Willcom di,di.pdx.ne.jp,JP,false,false,xxxxxxxxxx@di.pdx.ne.jp
Willcom dj,dj.pdx.ne.jp,JP,false,false,xxxxxxxxxx@dj.pdx.ne.jp
Willcom dk,dk.pdx.ne.jp,JP,false,false,xxxxxxxxxx@dk.pdx.ne.jp
WIND Mobile,txt-windmobile.ca,CA,true,false,xxxxxxxxxx@txt-windmobile.ca
Wyndtell,wyndtell.com,US,false,false,xxxxxxxxxx@wyndtell.com
