Optus Mobile,optusmobile.com.au,AU,true,false,xxxxxxxxxx@optusmobile.com.au
Orange,orangemail.co.in,IN,false,false,xxxxxxxxxx@orangemail.co.in
Orange 1,orange.net,GB,true,false,0xxxxxxxxxx@orange.net
Pacific Bell,pacbellpcs.net,US,false,false,xxxxxxxxxx@pacbellpcs.net
PageMart,pagemart.net,US,false,false,xxxxxxxxxx@pagemart.net
PageMart 1,pmcl.net,US,false,false,xxxxxxxxxx@pmcl.net
PageNet,pagegate.pagenet.ca,US,false,false,xxxxxxxxxx@pagegate.pagenet.ca
PageOne NorthWest,page1nw.com,US,false,false,xxxxxxxxxx@page1nw.com
PCS One,pcsone.net,US,false,false,xxxxxxxxxx@pcsone.net
PGSM,sms.pgsm.hu,HU,false,false,3620xxxxxxxxxx@sms.pgsm.hu
Plus GSM,text.plusgsm.pl,PL,false,false,4860xxxxxxxxxx@text.plusgsm.pl
Price Communications,mobilecell1se.com,US,false,false,xxxxxxxxxx@mobilecell1se.com
Primtel,sms.primtel.ru,RU,false,false,xxxxxxxxxx@sms.primtel.ru
ProPage,page.propage.net,US,false,false,xxxxxxxxxx@page.propage.net
P&T Luxembourg,sms.luxgsm.lu,LU,false,false,xxxxxxxxxx@sms.luxgsm.lu
Public Service Cellular,sms.pscel.com,US,false,false,xxxxxxxxxx@sms.pscel.com
Qwest,qwestmp.com,US,true,false,xxxxxxxxxx@qwestmp.com
RAM Page,ram-page.com,US,false,false,xxxxxxxxxx@ram-page.com
Rogers,pcs.rogers.com,CA,true,false,xxxxxxxxxx@pcs.rogers.com
Safaricom,safaricomsms.com,US,false,false,xxxxxxxxxx@safaricomsms.com
Satelindo GSM,satelindogsm.com,US,false,false,xxxxxxxxxx@satelindogsm.com
Satellink,satellink.net,US,false,false,xxxxxxxxxx.pageme@satellink.net
SCS-900,scs-900.ru,RU,false,false,xxxxxxxxxx@scs-900.ru
SFR,sfr.fr,FR,true,false,xxxxxxxxxx@sfr.fr
Si Mobil,simobil.net,SI,false,false,xxxxxxxxxx@simobil.net
Simple Freedom,text.simplefreedom.net,US,false,false,xxxxxxxxxx@text.simplefreedom.net
Skytel Pagers,email.skytel.com,US,false,false,xxxxxxxxxx@email.skytel.com
Skytel Pagers 1,skytel.com,US,false,false,xxxxxxxxxx@skytel.com
Smart Telecom,mysmart.mymobile.ph,US,false,false,xxxxxxxxxx@mysmart.mymobile.ph
Southern LINC,page.southernlinc.com,US,false,false,xxxxxxxxxx@page.southernlinc.com
Southwestern Bell,email.swbw.com,US,false,false,xxxxxxxxxx@email.swbw.com
Sprint,sprintpaging.com,US,true,false,xxxxxxxxxx@sprintpaging.com
Sprint PCS,messaging.sprintpcs.com,US,true,false,xxxxxxxxxx@messaging.sprintpcs.com
SunCom,tms.suncom.com,US,false,false,xxxxxxxxxx@tms.suncom.com
Sunrise Mobile,freesurf.ch,CH,false,false,xxxxxxxxxx@freesurf.ch
Sunrise Mobile 1,mysunrise.ch,CH,false,false,xxxxxxxxxx@mysunrise.ch
Surewest Communications,mobile.surewest.com,US,false,false,xxxxxxxxxx@mobile.surewest.com
Swisscom,bluewin.ch,CH,false,false,xxxxxxxxxx@bluewin.ch
Telcel,sms.telecel.pt,PT,false,false,91xxxxxxxxxx@sms.telecel.pt
Tele2,sms.tele2.lv,LV,false,false,xxxxxxxxxx@sms.tele2.lv
Telecom Italia Mobile,posta.tim.it,IT,false,false,33xxxxxxxxxx@posta.tim.it
Telenor,mobilpost.no,NO,false,false,xxxxxxxxxx@mobilpost.no
Teletouch,pageme.teletouch.com,US,false,false,xxxxxxxxxx@pageme.teletouch.com
Telus,msg.telus.com,CA,true,false,xxxxxxxxxx@msg.telus.com
Telus 1,msg.telus.com,US,false,false,xxxxxxxxxx@msg.telus.com
The Indiana Paging Co,pager.tdspager.com,US,false,false,xxxxxxxxxx@pager.tdspager.com
TIM,timnet.com,US,false,false,xxxxxxxxxx@timnet.com
TMN,mail.tmn.pt,PT,false,false,96xxxxxxxxxx@mail.tmn.pt
T-Mobile,t-d1-sms.de,DE,true,false,0xxxxxxxxxx@t-d1-sms.de
T-Mobile,tmomail.net,US,true,false,xxxxxxxxxx@tmomail.net
T-Mobile 1,sms.t-mobile.at,AT,false,false,xxxxxxxxxx@sms.t-mobile.at
T-Mobile UK,t-mobile.uk.net,GB,true,false,0xxxxxxxxxx@t-mobile.uk.net
Triton,tms.suncom.com,US,false,false,xxxxxxxxxx@tms.suncom.com
TSR Wireless,alphame.com,US,false,false,xxxxxxxxxx@alphame.com
TSR Wireless 1,beep.com,US,false,false,xxxxxxxxxx@beep.com
UMC,sms.umc.com.ua,UA,false,false,xxxxxxxxxx@sms.umc.com.ua
Unicel,utext.com,US,true,false,xxxxxxxxxx@utext.com
Uraltel,sms.uraltel.ru,RU,false,false,xxxxxxxxxx@sms.uraltel.ru
USA Mobility,mobilecomm.net,US,false,false,xxxxxxxxxx@mobilecomm.net
US Cellular,email.uscc.net,US,true,false,xxxxxxxxxx@email.uscc.net
Verizon,vtext.com,US,true,false,xxxxxxxxxx@vtext.com
Verizon Pagers,myairmail.com,US,false,false,xxxxxxxxxx@myairmail.com
Verizon PCS,myvzw.com,US,false,false,xxxxxxxxxx@myvzw.com
Vessotel,pager.irkutsk.ru,RU,false,false,xxxxxxxxxx@pager.irkutsk.ru
Virgin Mobile,vxtras,GB,true,false,0xxxxxxxxxx@vxtras
Virgin Mobile,vmobl.com,US,true,false,xxxxxxxxxx@vmobl.com
Vodafone,sms.vodafone.it,IT,false,false,xxxxxxxxxx@sms.vodafone.it
Vodafone 1,vodafone.es,ES,true,false,0xxxxxxxxxx@vodafone.es
Vodafone Japan,c.vodafone.ne.jp,JP,false,false,xxxxxxxxxx@c.vodafone.ne.jp
Vodafone Japan 1,h.vodafone.ne.jp,JP,false,false,xxxxxxxxxx@h.vodafone.ne.jp
Vodafone Japan 2,t.vodafone.ne.jp,JP,false,false,xxxxxxxxxx@t.vodafone.ne.jp
Vodafone Omnitel,vizzavi.it,IT,false,false,34xxxxxxxxxx@vizzavi.it
Vodafone UK,vodafone.net,GB,true,false,0xxxxxxxxxx@vodafone.net
WebLink Wireless,pagemart.net,US,false,false,xxxxxxxxxx@pagemart.net
West Central Wireless,sms.wcc.net,US,false,false,xxxxxxxxxx@sms.wcc.net
Western Wireless,cellularonewest.com,US,false,false,xxxxxxxxxx@cellularonewest.com
Wyndtell,wyndtell.com,US,false,false,xxxxxxxxxx@wyndtell.com
